tap_number,date_time,beer,brewer,style,keg_cost,glass_price
3,Thu Sep 01 2016 19:34:00 GMT-0600 (MDT),Splatz,Big Beer Corp,Light Lager,51.20,3
4,Thu Sep 01 2016 21:32:00 GMT-0600 (MDT),Peaceful Dream Red,Lazy Day LLC,Amber,80.00,3.75
3,Thu Sep 01 2016 22:37:00 GMT-0600 (MDT),Ski Traffic IPA,Mile High Beer,IPA,78.96,3.5
4,Fri Sep 02 2016 00:54:00 GMT-0600 (MDT),Rasberry Pie,Mile High Beer,Fruit,67.05,3.75
3,Fri Sep 02 2016 17:26:00 GMT-0600 (MDT),Sunset Red,Mile High Beer,Amber,76.44,3.75
3,Fri Sep 02 2016 19:49:00 GMT-0600 (MDT),Long Slumber,Lazy Day LLC,Stout,87.49,4.5
4,Fri Sep 02 2016 21:12:00 GMT-0600 (MDT),Ski Traffic IPA,Mile High Beer,IPA,78.96,3.5
6,Fri Sep 02 2016 23:32:00 GMT-0600 (MDT),Red Line,Downtown Brewers,Amber,76.50,3.75
3,Sat Sep 03 2016 17:51:00 GMT-0600 (MDT),Slow Stroll,Lazy Day LLC,Wheat,70.63,3.5
4,Sat Sep 03 2016 20:35:00 GMT-0600 (MDT),Splatz Light,Big Beer Corp,Low Calorie Lager,50.14,3
6,Sun Sep 04 2016 19:18:00 GMT-0600 (MDT),Splatz,Big Beer Corp,Light Lager,51.20,3
4,Mon Sep 05 2016 00:35:00 GMT-0600 (MDT),Posers,ABC Brewery,Light Lager,49.05,3
6,Mon Sep 05 2016 22:03:00 GMT-0600 (MDT),Posers Light,ABC Brewery,Low Calorie Lager,50.88,3
4,Tue Sep 06 2016 19:00:00 GMT-0600 (MDT),Thin Air Wheat,Mile High Beer,Wheat,71.76,3.5
6,Tue Sep 06 2016 23:26:00 GMT-0600 (MDT),Peaceful Dream Red,Lazy Day LLC,Amber,80.00,3.75
6,Wed Sep 07 2016 21:10:00 GMT-0600 (MDT),Gone Fishing IPA,Lazy Day LLC,IPA,78.34,3.5
3,Thu Sep 08 2016 17:09:00 GMT-0600 (MDT),Slow Stroll,Lazy Day LLC,Wheat,70.63,3.5
6,Thu Sep 08 2016 18:29:00 GMT-0600 (MDT),Splatz,Big Beer Corp,Light Lager,51.20,3
4,Thu Sep 08 2016 19:21:00 GMT-0600 (MDT),Red Line,Downtown Brewers,Amber,76.50,3.75
6,Thu Sep 08 2016 21:52:00 GMT-0600 (MDT),City Center IPA,Downtown Brewers,IPA,81.28,3.5
4,Thu Sep 08 2016 22:44:00 GMT-0600 (MDT),Sunset Red,Mile High Beer,Amber,76.44,3.75
4,Fri Sep 09 2016 17:00:00 GMT-0600 (MDT),Sunset Red,Mile High Beer,Amber,76.44,3.75
6,Fri Sep 09 2016 17:47:00 GMT-0600 (MDT),Ski Traffic IPA,Mile High Beer,IPA,78.96,3.5
4,Fri Sep 09 2016 19:54:00 GMT-0600 (MDT),Red Line,Downtown Brewers,Amber,76.50,3.75
6,Fri Sep 09 2016 21:50:00 GMT-0600 (MDT),Sunset Red,Mile High Beer,Amber,76.44,3.75
3,Fri Sep 09 2016 22:13:00 GMT-0600 (MDT),Rasberry Pie,Mile High Beer,Fruit,67.05,3.75
4,Fri Sep 09 2016 22:39:00 GMT-0600 (MDT),Splatz,Big Beer Corp,Light Lager,51.20,3
6,Sat Sep 10 2016 18:06:00 GMT-0600 (MDT),Ski Traffic IPA,Mile High Beer,IPA,78.96,3.5
4,Sat Sep 10 2016 22:46:00 GMT-0600 (MDT),Sunset Red,Mile High Beer,Amber,76.44,3.75
6,Sun Sep 11 2016 23:26:00 GMT-0600 (MDT),Rasberry Pie,Mile High Beer,Fruit,67.05,3.75
4,Sun Sep 11 2016 23:56:00 GMT-0600 (MDT),Posers,ABC Brewery,Light Lager,49.05,3
4,Mon Sep 12 2016 22:36:00 GMT-0600 (MDT),Ski Traffic IPA,Mile High Beer,IPA,78.96,3.5
4,Tue Sep 13 2016 21:34:00 GMT-0600 (MDT),Thin Air Wheat,Mile High Beer,Wheat,71.76,3.5
6,Tue Sep 13 2016 22:35:00 GMT-0600 (MDT),Posers Light,ABC Brewery,Low Calorie Lager,50.88,3
6,Thu Sep 15 2016 00:29:00 GMT-0600 (MDT),Stout Street,Downtown Brewers,Stout,88.81,4.5
4,Thu Sep 15 2016 14:28:00 GMT-0600 (MDT),Peaceful Dream Red,Lazy Day LLC,Amber,80.00,3.75
4,Thu Sep 15 2016 19:34:00 GMT-0600 (MDT),Thin Air Wheat,Mile High Beer,Wheat,71.76,3.5
6,Thu Sep 15 2016 21:44:00 GMT-0600 (MDT),Sunset Red,Mile High Beer,Amber,76.44,3.75
4,Fri Sep 16 2016 00:50:00 GMT-0600 (MDT),Peaceful Dream Red,Lazy Day LLC,Amber,80.00,3.75
6,Fri Sep 16 2016 12:31:00 GMT-0600 (MDT),Splatz,Big Beer Corp,Light Lager,51.20,3
3,Fri Sep 16 2016 18:15:00 GMT-0600 (MDT),Ski Traffic IPA,Mile High Beer,IPA,78.96,3.5
6,Fri Sep 16 2016 20:18:00 GMT-0600 (MDT),Sour Divide,Mile High Beer,Sour,108.80,5
4,Fri Sep 16 2016 20:33:00 GMT-0600 (MDT),Long Slumber,Lazy Day LLC,Stout,87.49,4.5
3,Fri Sep 16 2016 22:27:00 GMT-0600 (MDT),City Center IPA,Downtown Brewers,IPA,81.28,3.5
4,Sat Sep 17 2016 17:13:00 GMT-0600 (MDT),Splatz,Big Beer Corp,Light Lager,51.20,3
3,Sat Sep 17 2016 22:31:00 GMT-0600 (MDT),Splatz,Big Beer Corp,Light Lager,51.20,3
4,Sun Sep 18 2016 19:58:00 GMT-0600 (MDT),Sour Divide,Mile High Beer,Sour,108.80,5
6,Mon Sep 19 2016 19:34:00 GMT-0600 (MDT),Ski Traffic IPA,Mile High Beer,IPA,78.96,3.5
3,Mon Sep 19 2016 20:21:00 GMT-0600 (MDT),Gone Fishing IPA,Lazy Day LLC,IPA,78.34,3.5
6,Tue Sep 20 2016 21:41:00 GMT-0600 (MDT),Ski Traffic IPA,Mile High Beer,IPA,78.96,3.5
3,Tue Sep 20 2016 23:23:00 GMT-0600 (MDT),Long Slumber,Lazy Day LLC,Stout,87.49,4.5
6,Wed Sep 21 2016 22:26:00 GMT-0600 (MDT),Slow Stroll,Lazy Day LLC,Wheat,70.63,3.5
3,Thu Sep 22 2016 17:13:00 GMT-0600 (MDT),City Center IPA,Downtown Brewers,IPA,81.28,3.5
3,Thu Sep 22 2016 20:38:00 GMT-0600 (MDT),Rasberry Pie,Mile High Beer,Fruit,67.05,3.75
5,Thu Sep 22 2016 20:40:00 GMT-0600 (MDT),City Center IPA,Downtown Brewers,IPA,81.28,3.5
6,Thu Sep 22 2016 20:53:00 GMT-0600 (MDT),Splatz,Big Beer Corp,Light Lager,51.20,3
6,Fri Sep 23 2016 12:51:00 GMT-0600 (MDT),Long Slumber,Lazy Day LLC,Stout,87.49,4.5
5,Fri Sep 23 2016 15:58:00 GMT-0600 (MDT),Sour Divide,Mile High Beer,Sour,108.80,5
3,Fri Sep 23 2016 17:33:00 GMT-0600 (MDT),Posers,ABC Brewery,Light Lager,49.05,3
3,Fri Sep 23 2016 20:32:00 GMT-0600 (MDT),Sunset Red,Mile High Beer,Amber,76.44,3.75
6,Fri Sep 23 2016 21:06:00 GMT-0600 (MDT),Gone Fishing IPA,Lazy Day LLC,IPA,78.34,3.5
3,Fri Sep 23 2016 23:33:00 GMT-0600 (MDT),Thin Air Wheat,Mile High Beer,Wheat,71.76,3.5
6,Sat Sep 24 2016 17:01:00 GMT-0600 (MDT),Stout Street,Downtown Brewers,Stout,88.81,4.5
3,Sun Sep 25 2016 19:24:00 GMT-0600 (MDT),Splatz Light,Big Beer Corp,Low Calorie Lager,50.14,3
6,Sun Sep 25 2016 23:27:00 GMT-0600 (MDT),Stout Street,Downtown Brewers,Stout,88.81,4.5
3,Mon Sep 26 2016 19:31:00 GMT-0600 (MDT),Posers,ABC Brewery,Light Lager,49.05,3
3,Tue Sep 27 2016 18:42:00 GMT-0600 (MDT),Splatz,Big Beer Corp,Light Lager,51.20,3
6,Tue Sep 27 2016 21:39:00 GMT-0600 (MDT),Sunset Red,Mile High Beer,Amber,76.44,3.75
3,Wed Sep 28 2016 20:35:00 GMT-0600 (MDT),Slow Stroll,Lazy Day LLC,Wheat,70.63,3.5
6,Wed Sep 28 2016 21:26:00 GMT-0600 (MDT),Red Line,Downtown Brewers,Amber,76.50,3.75
6,Thu Sep 29 2016 16:34:00 GMT-0600 (MDT),Ski Traffic IPA,Mile High Beer,IPA,78.96,3.5
5,Thu Sep 29 2016 19:55:00 GMT-0600 (MDT),Rasberry Pie,Mile High Beer,Fruit,67.05,3.75
6,Thu Sep 29 2016 20:31:00 GMT-0600 (MDT),Peaceful Dream Red,Lazy Day LLC,Amber,80.00,3.75
3,Thu Sep 29 2016 21:02:00 GMT-0600 (MDT),Peaceful Dream Red,Lazy Day LLC,Amber,80.00,3.75
6,Thu Sep 29 2016 22:45:00 GMT-0600 (MDT),Thin Air Wheat,Mile High Beer,Wheat,71.76,3.5
3,Fri Sep 30 2016 16:07:00 GMT-0600 (MDT),Gone Fishing IPA,Lazy Day LLC,IPA,78.34,3.5
3,Fri Sep 30 2016 19:46:00 GMT-0600 (MDT),City Center IPA,Downtown Brewers,IPA,81.28,3.5
6,Fri Sep 30 2016 20:23:00 GMT-0600 (MDT),Splatz Light,Big Beer Corp,Low Calorie Lager,50.14,3
6,Fri Sep 30 2016 23:23:00 GMT-0600 (MDT),Slow Stroll,Lazy Day LLC,Wheat,70.63,3.5
3,Fri Sep 30 2016 23:30:00 GMT-0600 (MDT),Ski Traffic IPA,Mile High Beer,IPA,78.96,3.5
5,Sat Oct 01 2016 17:19:00 GMT-0600 (MDT),Rasberry Pie,Mile High Beer,Fruit,67.05,3.75
3,Sat Oct 01 2016 22:55:00 GMT-0600 (MDT),Sunset Red,Mile High Beer,Amber,76.44,3.75
3,Sun Oct 02 2016 22:32:00 GMT-0600 (MDT),Splatz,Big Beer Corp,Light Lager,51.20,3
6,Sun Oct 02 2016 23:16:00 GMT-0600 (MDT),Gone Fishing IPA,Lazy Day LLC,IPA,78.34,3.5
3,Tue Oct 04 2016 13:47:00 GMT-0600 (MDT),Stout Street,Downtown Brewers,Stout,88.81,4.5
6,Tue Oct 04 2016 16:28:00 GMT-0600 (MDT),Ski Traffic IPA,Mile High Beer,IPA,78.96,3.5
6,Wed Oct 05 2016 18:46:00 GMT-0600 (MDT),Red Line,Downtown Brewers,Amber,76.50,3.75
3,Thu Oct 06 2016 14:52:00 GMT-0600 (MDT),Gone Fishing IPA,Lazy Day LLC,IPA,78.34,3.5
6,Thu Oct 06 2016 16:03:00 GMT-0600 (MDT),Ski Traffic IPA,Mile High Beer,IPA,78.96,3.5
3,Thu Oct 06 2016 20:27:00 GMT-0600 (MDT),Thin Air Wheat,Mile High Beer,Wheat,71.76,3.5
6,Thu Oct 06 2016 21:13:00 GMT-0600 (MDT),Ski Traffic IPA,Mile High Beer,IPA,78.96,3.5
5,Thu Oct 06 2016 23:18:00 GMT-0600 (MDT),Red Line,Downtown Brewers,Amber,76.50,3.75
6,Fri Oct 07 2016 15:58:00 GMT-0600 (MDT),Splatz Light,Big Beer Corp,Low Calorie Lager,50.14,3
5,Fri Oct 07 2016 19:37:00 GMT-0600 (MDT),Splatz,Big Beer Corp,Light Lager,51.20,3
6,Fri Oct 07 2016 20:48:00 GMT-0600 (MDT),Slow Stroll,Lazy Day LLC,Wheat,70.63,3.5
3,Fri Oct 07 2016 21:56:00 GMT-0600 (MDT),Slow Stroll,Lazy Day LLC,Wheat,70.63,3.5
5,Sat Oct 08 2016 00:04:00 GMT-0600 (MDT),Splatz Light,Big Beer Corp,Low Calorie Lager,50.14,3
5,Sun Oct 09 2016 14:22:00 GMT-0600 (MDT),Posers Light,ABC Brewery,Low Calorie Lager,50.88,3
6,Sun Oct 09 2016 18:48:00 GMT-0600 (MDT),Splatz Light,Big Beer Corp,Low Calorie Lager,50.14,3
5,Mon Oct 10 2016 21:50:00 GMT-0600 (MDT),Posers,ABC Brewery,Light Lager,49.05,3
6,Tue Oct 11 2016 00:30:00 GMT-0600 (MDT),Slow Stroll,Lazy Day LLC,Wheat,70.63,3.5
5,Tue Oct 11 2016 22:07:00 GMT-0600 (MDT),Ski Traffic IPA,Mile High Beer,IPA,78.96,3.5
5,Wed Oct 12 2016 21:28:00 GMT-0600 (MDT),City Center IPA,Downtown Brewers,IPA,81.28,3.5
6,Wed Oct 12 2016 22:18:00 GMT-0600 (MDT),Thin Air Wheat,Mile High Beer,Wheat,71.76,3.5
4,Thu Oct 13 2016 14:51:00 GMT-0600 (MDT),Posers,ABC Brewery,Light Lager,49.05,3
5,Thu Oct 13 2016 19:51:00 GMT-0600 (MDT),Posers Light,ABC Brewery,Low Calorie Lager,50.88,3
4,Thu Oct 13 2016 20:35:00 GMT-0600 (MDT),Splatz,Big Beer Corp,Light Lager,51.20,3
5,Thu Oct 13 2016 23:20:00 GMT-0600 (MDT),Rasberry Pie,Mile High Beer,Fruit,67.05,3.75
4,Fri Oct 14 2016 15:16:00 GMT-0600 (MDT),Stout Street,Downtown Brewers,Stout,88.81,4.5
3,Fri Oct 14 2016 16:47:00 GMT-0600 (MDT),Thin Air Wheat,Mile High Beer,Wheat,71.76,3.5
6,Fri Oct 14 2016 17:17:00 GMT-0600 (MDT),Rasberry Pie,Mile High Beer,Fruit,67.05,3.75
4,Fri Oct 14 2016 21:05:00 GMT-0600 (MDT),Thin Air Wheat,Mile High Beer,Wheat,71.76,3.5
6,Fri Oct 14 2016 23:31:00 GMT-0600 (MDT),Slow Stroll,Lazy Day LLC,Wheat,70.63,3.5
4,Sat Oct 15 2016 18:46:00 GMT-0600 (MDT),Peaceful Dream Red,Lazy Day LLC,Amber,80.00,3.75
3,Sun Oct 16 2016 00:07:00 GMT-0600 (MDT),Long Slumber,Lazy Day LLC,Stout,87.49,4.5
4,Sun Oct 16 2016 19:59:00 GMT-0600 (MDT),Rasberry Pie,Mile High Beer,Fruit,67.05,3.75
6,Mon Oct 17 2016 16:08:00 GMT-0600 (MDT),Red Line,Downtown Brewers,Amber,76.50,3.75
3,Mon Oct 17 2016 23:04:00 GMT-0600 (MDT),Ski Traffic IPA,Mile High Beer,IPA,78.96,3.5
6,Tue Oct 18 2016 17:47:00 GMT-0600 (MDT),Red Line,Downtown Brewers,Amber,76.50,3.75
3,Wed Oct 19 2016 17:54:00 GMT-0600 (MDT),Ski Traffic IPA,Mile High Beer,IPA,78.96,3.5
6,Wed Oct 19 2016 20:24:00 GMT-0600 (MDT),Ski Traffic IPA,Mile High Beer,IPA,78.96,3.5
5,Thu Oct 20 2016 16:10:00 GMT-0600 (MDT),Posers,ABC Brewery,Light Lager,49.05,3
6,Thu Oct 20 2016 18:05:00 GMT-0600 (MDT),Sunset Red,Mile High Beer,Amber,76.44,3.75
5,Thu Oct 20 2016 20:59:00 GMT-0600 (MDT),Posers,ABC Brewery,Light Lager,49.05,3
3,Thu Oct 20 2016 23:30:00 GMT-0600 (MDT),Ski Traffic IPA,Mile High Beer,IPA,78.96,3.5
6,Thu Oct 20 2016 23:35:00 GMT-0600 (MDT),Posers Light,ABC Brewery,Low Calorie Lager,50.88,3
5,Fri Oct 21 2016 17:54:00 GMT-0600 (MDT),Slow Stroll,Lazy Day LLC,Wheat,70.63,3.5
6,Fri Oct 21 2016 19:04:00 GMT-0600 (MDT),Gone Fishing IPA,Lazy Day LLC,IPA,78.34,3.5
3,Fri Oct 21 2016 21:32:00 GMT-0600 (MDT),Sour Divide,Mile High Beer,Sour,108.80,5
6,Fri Oct 21 2016 22:43:00 GMT-0600 (MDT),Thin Air Wheat,Mile High Beer,Wheat,71.76,3.5
5,Sat Oct 22 2016 17:57:00 GMT-0600 (MDT),Posers Light,ABC Brewery,Low Calorie Lager,50.88,3
6,Sun Oct 23 2016 18:53:00 GMT-0600 (MDT),Rasberry Pie,Mile High Beer,Fruit,67.05,3.75
5,Sun Oct 23 2016 20:56:00 GMT-0600 (MDT),Splatz Light,Big Beer Corp,Low Calorie Lager,50.14,3
5,Mon Oct 24 2016 23:03:00 GMT-0600 (MDT),Ski Traffic IPA,Mile High Beer,IPA,78.96,3.5
6,Tue Oct 25 2016 18:57:00 GMT-0600 (MDT),Red Line,Downtown Brewers,Amber,76.50,3.75
5,Wed Oct 26 2016 17:33:00 GMT-0600 (MDT),City Center IPA,Downtown Brewers,IPA,81.28,3.5
6,Wed Oct 26 2016 18:42:00 GMT-0600 (MDT),Splatz,Big Beer Corp,Light Lager,51.20,3
4,Thu Oct 27 2016 17:34:00 GMT-0600 (MDT),Posers Light,ABC Brewery,Low Calorie Lager,50.88,3
6,Thu Oct 27 2016 19:41:00 GMT-0600 (MDT),Peaceful Dream Red,Lazy Day LLC,Amber,80.00,3.75
5,Thu Oct 27 2016 20:25:00 GMT-0600 (MDT),Splatz Light,Big Beer Corp,Low Calorie Lager,50.14,3
4,Thu Oct 27 2016 22:17:00 GMT-0600 (MDT),Ski Traffic IPA,Mile High Beer,IPA,78.96,3.5
5,Fri Oct 28 2016 00:48:00 GMT-0600 (MDT),City Center IPA,Downtown Brewers,IPA,81.28,3.5
6,Fri Oct 28 2016 14:25:00 GMT-0600 (MDT),Splatz,Big Beer Corp,Light Lager,51.20,3
4,Fri Oct 28 2016 20:04:00 GMT-0600 (MDT),Stout Street,Downtown Brewers,Stout,88.81,4.5
6,Fri Oct 28 2016 21:31:00 GMT-0600 (MDT),Sunset Red,Mile High Beer,Amber,76.44,3.75
5,Fri Oct 28 2016 22:29:00 GMT-0600 (MDT),Rasberry Pie,Mile High Beer,Fruit,67.05,3.75
6,Sat Oct 29 2016 00:36:00 GMT-0600 (MDT),Splatz,Big Beer Corp,Light Lager,51.20,3
6,Sun Oct 30 2016 17:36:00 GMT-0600 (MDT),Gone Fishing IPA,Lazy Day LLC,IPA,78.34,3.5
4,Sun Oct 30 2016 18:27:00 GMT-0600 (MDT),Rasberry Pie,Mile High Beer,Fruit,67.05,3.75
6,Mon Oct 31 2016 19:13:00 GMT-0600 (MDT),Slow Stroll,Lazy Day LLC,Wheat,70.63,3.5
5,Mon Oct 31 2016 23:30:00 GMT-0600 (MDT),Splatz,Big Beer Corp,Light Lager,51.20,3
6,Tue Nov 01 2016 22:08:00 GMT-0600 (MDT),Ski Traffic IPA,Mile High Beer,IPA,78.96,3.5
5,Wed Nov 02 2016 16:34:00 GMT-0600 (MDT),Posers Light,ABC Brewery,Low Calorie Lager,50.88,3
6,Thu Nov 03 2016 16:18:00 GMT-0600 (MDT),Red Line,Downtown Brewers,Amber,76.50,3.75
5,Thu Nov 03 2016 16:43:00 GMT-0600 (MDT),Rasberry Pie,Mile High Beer,Fruit,67.05,3.75
6,Thu Nov 03 2016 19:33:00 GMT-0600 (MDT),Rasberry Pie,Mile High Beer,Fruit,67.05,3.75
6,Thu Nov 03 2016 21:44:00 GMT-0600 (MDT),Red Line,Downtown Brewers,Amber,76.50,3.75
6,Fri Nov 04 2016 00:35:00 GMT-0600 (MDT),Sour Divide,Mile High Beer,Sour,108.80,5
5,Fri Nov 04 2016 00:56:00 GMT-0600 (MDT),Long Slumber,Lazy Day LLC,Stout,87.49,4.5
4,Fri Nov 04 2016 18:40:00 GMT-0600 (MDT),Peaceful Dream Red,Lazy Day LLC,Amber,80.00,3.75
4,Fri Nov 04 2016 20:53:00 GMT-0600 (MDT),Ski Traffic IPA,Mile High Beer,IPA,78.96,3.5
5,Fri Nov 04 2016 21:37:00 GMT-0600 (MDT),Slow Stroll,Lazy Day LLC,Wheat,70.63,3.5
4,Sat Nov 05 2016 00:18:00 GMT-0600 (MDT),Red Line,Downtown Brewers,Amber,76.50,3.75
4,Sun Nov 06 2016 00:04:00 GMT-0600 (MDT),Stout Street,Downtown Brewers,Stout,88.81,4.5
5,Sun Nov 06 2016 00:42:00 GMT-0600 (MDT),Thin Air Wheat,Mile High Beer,Wheat,71.76,3.5
5,Mon Nov 07 2016 20:16:00 GMT-0700 (MST),Peaceful Dream Red,Lazy Day LLC,Amber,80.00,3.75
4,Mon Nov 07 2016 22:44:00 GMT-0700 (MST),Splatz Light,Big Beer Corp,Low Calorie Lager,50.14,3
5,Tue Nov 08 2016 21:15:00 GMT-0700 (MST),Ski Traffic IPA,Mile High Beer,IPA,78.96,3.5
4,Wed Nov 09 2016 14:47:00 GMT-0700 (MST),Rasberry Pie,Mile High Beer,Fruit,67.05,3.75
5,Wed Nov 09 2016 21:53:00 GMT-0700 (MST),Sunset Red,Mile High Beer,Amber,76.44,3.75
5,Thu Nov 10 2016 17:17:00 GMT-0700 (MST),Sour Divide,Mile High Beer,Sour,108.80,5
4,Thu Nov 10 2016 19:11:00 GMT-0700 (MST),Splatz Light,Big Beer Corp,Low Calorie Lager,50.14,3
6,Thu Nov 10 2016 21:17:00 GMT-0700 (MST),Sour Divide,Mile High Beer,Sour,108.80,5
4,Thu Nov 10 2016 22:49:00 GMT-0700 (MST),Splatz,Big Beer Corp,Light Lager,51.20,3
4,Fri Nov 11 2016 18:03:00 GMT-0700 (MST),Rasberry Pie,Mile High Beer,Fruit,67.05,3.75
4,Fri Nov 11 2016 20:18:00 GMT-0700 (MST),Stout Street,Downtown Brewers,Stout,88.81,4.5
6,Fri Nov 11 2016 21:39:00 GMT-0700 (MST),Splatz Light,Big Beer Corp,Low Calorie Lager,50.14,3
6,Sat Nov 12 2016 18:10:00 GMT-0700 (MST),Splatz Light,Big Beer Corp,Low Calorie Lager,50.14,3
4,Sat Nov 12 2016 20:34:00 GMT-0700 (MST),City Center IPA,Downtown Brewers,IPA,81.28,3.5
6,Sun Nov 13 2016 23:10:00 GMT-0700 (MST),Long Slumber,Lazy Day LLC,Stout,87.49,4.5
4,Mon Nov 14 2016 19:15:00 GMT-0700 (MST),Slow Stroll,Lazy Day LLC,Wheat,70.63,3.5
6,Tue Nov 15 2016 23:37:00 GMT-0700 (MST),Peaceful Dream Red,Lazy Day LLC,Amber,80.00,3.75
4,Wed Nov 16 2016 13:45:00 GMT-0700 (MST),Thin Air Wheat,Mile High Beer,Wheat,71.76,3.5
6,Wed Nov 16 2016 22:25:00 GMT-0700 (MST),Posers Light,ABC Brewery,Low Calorie Lager,50.88,3
6,Thu Nov 17 2016 19:46:00 GMT-0700 (MST),Splatz,Big Beer Corp,Light Lager,51.20,3
4,Thu Nov 17 2016 20:11:00 GMT-0700 (MST),Rasberry Pie,Mile High Beer,Fruit,67.05,3.75
4,Thu Nov 17 2016 23:44:00 GMT-0700 (MST),Splatz,Big Beer Corp,Light Lager,51.20,3
6,Thu Nov 17 2016 23:44:00 GMT-0700 (MST),City Center IPA,Downtown Brewers,IPA,81.28,3.5
5,Fri Nov 18 2016 00:06:00 GMT-0700 (MST),Red Line,Downtown Brewers,Amber,76.50,3.75
4,Fri Nov 18 2016 20:25:00 GMT-0700 (MST),Posers,ABC Brewery,Light Lager,49.05,3
6,Fri Nov 18 2016 20:53:00 GMT-0700 (MST),Red Line,Downtown Brewers,Amber,76.50,3.75
4,Sat Nov 19 2016 00:22:00 GMT-0700 (MST),Red Line,Downtown Brewers,Amber,76.50,3.75
6,Sat Nov 19 2016 18:06:00 GMT-0700 (MST),City Center IPA,Downtown Brewers,IPA,81.28,3.5
5,Sat Nov 19 2016 19:43:00 GMT-0700 (MST),Gone Fishing IPA,Lazy Day LLC,IPA,78.34,3.5
6,Mon Nov 21 2016 20:28:00 GMT-0700 (MST),Peaceful Dream Red,Lazy Day LLC,Amber,80.00,3.75
5,Mon Nov 21 2016 22:14:00 GMT-0700 (MST),Sunset Red,Mile High Beer,Amber,76.44,3.75
4,Tue Nov 22 2016 00:38:00 GMT-0700 (MST),Splatz,Big Beer Corp,Light Lager,51.20,3
4,Wed Nov 23 2016 20:41:00 GMT-0700 (MST),Sour Divide,Mile High Beer,Sour,108.80,5
6,Wed Nov 23 2016 20:47:00 GMT-0700 (MST),Long Slumber,Lazy Day LLC,Stout,87.49,4.5
5,Wed Nov 23 2016 22:15:00 GMT-0700 (MST),Thin Air Wheat,Mile High Beer,Wheat,71.76,3.5
5,Thu Nov 24 2016 20:19:00 GMT-0700 (MST),Gone Fishing IPA,Lazy Day LLC,IPA,78.34,3.5
6,Thu Nov 24 2016 21:00:00 GMT-0700 (MST),Peaceful Dream Red,Lazy Day LLC,Amber,80.00,3.75
6,Fri Nov 25 2016 00:11:00 GMT-0700 (MST),Red Line,Downtown Brewers,Amber,76.50,3.75
5,Fri Nov 25 2016 14:43:00 GMT-0700 (MST),City Center IPA,Downtown Brewers,IPA,81.28,3.5
6,Fri Nov 25 2016 19:55:00 GMT-0700 (MST),Peaceful Dream Red,Lazy Day LLC,Amber,80.00,3.75
5,Fri Nov 25 2016 21:10:00 GMT-0700 (MST),Peaceful Dream Red,Lazy Day LLC,Amber,80.00,3.75
6,Fri Nov 25 2016 22:40:00 GMT-0700 (MST),Posers Light,ABC Brewery,Low Calorie Lager,50.88,3
5,Sun Nov 27 2016 14:43:00 GMT-0700 (MST),Red Line,Downtown Brewers,Amber,76.50,3.75
6,Sun Nov 27 2016 19:23:00 GMT-0700 (MST),Stout Street,Downtown Brewers,Stout,88.81,4.5
5,Mon Nov 28 2016 17:48:00 GMT-0700 (MST),Rasberry Pie,Mile High Beer,Fruit,67.05,3.75
6,Tue Nov 29 2016 16:13:00 GMT-0700 (MST),Posers,ABC Brewery,Light Lager,49.05,3
6,Wed Nov 30 2016 16:46:00 GMT-0700 (MST),Posers Light,ABC Brewery,Low Calorie Lager,50.88,3
5,Wed Nov 30 2016 18:23:00 GMT-0700 (MST),Gone Fishing IPA,Lazy Day LLC,IPA,78.34,3.5
4,Thu Dec 01 2016 17:32:00 GMT-0700 (MST),Posers,ABC Brewery,Light Lager,49.05,3
6,Thu Dec 01 2016 17:45:00 GMT-0700 (MST),Thin Air Wheat,Mile High Beer,Wheat,71.76,3.5
5,Thu Dec 01 2016 20:36:00 GMT-0700 (MST),Red Line,Downtown Brewers,Amber,76.50,3.75
4,Thu Dec 01 2016 22:42:00 GMT-0700 (MST),Posers,ABC Brewery,Light Lager,49.05,3
3,Thu Dec 01 2016 23:22:00 GMT-0700 (MST),Splatz,Big Beer Corp,Light Lager,51.20,3
4,Fri Dec 02 2016 19:32:00 GMT-0700 (MST),City Center IPA,Downtown Brewers,IPA,81.28,3.5
5,Fri Dec 02 2016 19:40:00 GMT-0700 (MST),Rasberry Pie,Mile High Beer,Fruit,67.05,3.75
3,Fri Dec 02 2016 20:37:00 GMT-0700 (MST),Long Slumber,Lazy Day LLC,Stout,87.49,4.5
6,Sat Dec 03 2016 00:23:00 GMT-0700 (MST),Slow Stroll,Lazy Day LLC,Wheat,70.63,3.5
4,Sat Dec 03 2016 18:04:00 GMT-0700 (MST),Gone Fishing IPA,Lazy Day LLC,IPA,78.34,3.5
4,Sun Dec 04 2016 21:25:00 GMT-0700 (MST),Ski Traffic IPA,Mile High Beer,IPA,78.96,3.5
4,Mon Dec 05 2016 23:16:00 GMT-0700 (MST),Thin Air Wheat,Mile High Beer,Wheat,71.76,3.5
6,Tue Dec 06 2016 20:25:00 GMT-0700 (MST),Gone Fishing IPA,Lazy Day LLC,IPA,78.34,3.5
3,Wed Dec 07 2016 00:15:00 GMT-0700 (MST),Red Line,Downtown Brewers,Amber,76.50,3.75
6,Wed Dec 07 2016 23:51:00 GMT-0700 (MST),Ski Traffic IPA,Mile High Beer,IPA,78.96,3.5
3,Thu Dec 08 2016 19:12:00 GMT-0700 (MST),Long Slumber,Lazy Day LLC,Stout,87.49,4.5
